####### File dei Quiz, ultima modifica 30/01/23 Marco Bellini########
GA-001	Il Decreto Legislativo 27 gennaio 2010, n. 35, recante attuazione della direttiva 2008/68/CE, disciplina
	3	La temperatura alla quale un liquido produce vapori che si incendiano spontaneamente	F

GR-017	Cosa è la temperatura di infiammabilità?
	1	la temperatura alla quale un combustibile liquido comincia a emettere vapori in quantità tale che, in miscela con l'aria, s'incendiano se innescati	V
	2	la temperatura in cui una materia liquida infiammabile aumenta la pressione esercitata sull'imballaggio	F
	3	la temperatura più bassa alla quale i vapori di un liquido formano con l'aria una miscela infiammabile	V

GR-018	Una miscela di aria e vapori combustibili può essere infiammata quando la percentuale di vapori è situata:
	1	all'interno del campo (o zona) di infiammabilità	V
	2	oltre il limite superiore del campo (o zona) di infiammabilità	F
	3	sotto (è inferiore) la temperatura di infiammabilità	F

GR-019	Quando una miscela di vapori combustibili e aria si può accendere?
	1	Quando la sua concentrazione si trova all'esterno del campo (o zona) di infiammabilità	F
	2	Quando la sua concentrazione si trova all'interno del campo (o zona) di infiammabilità	V
	3	Quando la sua temperatura si trova all'interno del campo (o zona) di infiammabilità	F

GR-020	Cosa è il punto di autoaccensione o auto-ignizione?
	1	È la temperatura minima alla quale il combustibile, senza la presenza di un comburente, inizia a bruciare spontaneamente	F
	2	È la temperatura minima alla quale la miscela combustibile-comburente inizia a bruciare spontaneamente	V
	3	È la temperatura minima alla quale una miscela infiammabile inizia a bruciare in presenza di un innesco	F

GR-021	Perché avvenga un incendio, sono necessari
	1	materia della classe 3 + comburente + innesco	V
	2	materia della classe 4.1 + Azoto + innesco	F
	3	materia della classe 4.3 + acqua + aria + innesco	V

GR-022	Perché avvenga un incendio, sono necessari:
	1	aria + benzina + innesco	V
	2	comburente + gas infiammabile + innesco	V
	3	combustibile + comburente + innesco	V

GR-023	Perché avvenga un incendio, sono necessari
	1	Acetone + acqua + innesco	F
	2	Acetone + aria + innesco	V
	3	Acetone + benzina + innesco	F

GR-024	Perché avvenga un incendio, sono necessari:
	1	Isocianato di etile + acqua + innesco	F
	2	Isocianato di etile + aria + innesco	V
	3	Metanolo + acqua + innesco	F

GR-025	Che provvedimenti si possono prendere al fine di evitare che una materia infiammabile si accenda?
	1	Eliminando le possibili fonti d'inneschi (scintille, fiamme, sfregamenti,…)	V
	2	Introducendo nel recipiente in cui è contenuta la materia del gas inerte (azoto, CO2) e quindi eliminando l'ossigeno	V
	3	Mantenendo la materia sotto la sua temperatura di infiammabilità	V

GR-026	Il pericolo di formazione di miscele infiammabili in aria è tanto maggiore quanto
	1	più basso il limite inferiore del campo di infiammabilità	V
	2	più alto il limite superiore del campo di infiammabilità	V
	3	più alta la tensione di vapore	V

GR-027	Il pericolo di formazione di miscele infiammabili in aria è tanto maggiore quanto
	1	più ampio il campo di infiammabilità	V
	2	più bassa la temperatura di infiammabilità	V
	3	più bassa la temperatura di accensione	V

GR-028	I liquidi infiammabili sono pericolosi perché i loro vapori:
	1	possono essere accesi dalla brace di una sigaretta	V
	2	possono incendiarsi con una scintilla	V
	3	si mescolano facilmente con i petroli	F

GR-029	In generale, quando una materia infiammabile presenta un elevato pericolo d'incendio?
	1	Se ha una bassa temperatura di infiammabilità	V
	2	Se ha una temperatura di infiammabilità inferiore alla temperatura ambiente (15°C - 20°C)	V
	3	Se ha un'alta temperatura di infiammabilità	F

GR-030	Quale delle seguenti temperature di infiammabilità è la più pericolosa?
	1	- 10°C	V
	2	- 5°C	F
	3	283 K	F

GR-031	Un aumento del tasso (percentuale) di:
	1	anidride carbonica o azoto nell'aria, rallenta o spegne la combustione	V
	2	gas inerte nell'aria, diminuisce la combustione	V
	3	ossigeno nell'aria, rallenta la combustione	F

GR-032	Cosa vuol dire accensione spontanea?
	1	Che la merce prende fuoco senza la presenza d'innesco	V
	2	Che la merce prende fuoco senza la presenza d'innesco e di aria	F
	3	Che la merce prende fuoco spontaneamente anche se flemmatizzata con un gas inerte	F

GR-033	Cosa è il punto di autoaccensione o autoignizione?
	1	È la massima temperatura alla quale la miscela combustibile-comburente inizia a bruciare spontaneamente	F
	2	È la temperatura minima alla quale una miscela infiammabile esplode	F
	3	È la temperatura minima alla quale il combustibile, in presenza del comburente, è in grado di sostenere una reazione di combustione	V

GR-034	Quali delle seguenti affermazioni concernenti la solubilità nell'acqua, vi sembrano corrette?
	1	In caso d'incendio gli idrocarburi sono difficili da spegnere con l'acqua	V
	2	In caso d'incendio i liquidi infiammabili che hanno una densità superiore a quella dell'acqua sono facili da spegnere con l'acqua	V
	3	Se una materia non è solubile nell'acqua e ha una densità inferiore a quella dell'acqua, rimane in superficie	V

GR-035	I liquidi infiammabili:
	1	possono essere miscibili o immiscibili con l'acqua	V
	2	possono essere più leggeri o più pesanti dell'acqua	V
	3	sono sempre più leggeri dell'acqua	F

GR-036	I liquidi infiammabili possono avere un pericolo sussidiario di:
	1	Comburenza	F
	2	Corrosività	V
	3	Tossicità	V

GR-037	Quale/i pericolo/i è/sono connesso/i con la condensazione del vapore all'interno di una cisterna ermeticamente chiusa:
	1	accartocciamento della cisterna per depressione interna	V
	2	depressione con probabile implosione della cisterna	V
	3	esplosione delle pareti della cisterna	F

GR-038	Quale/i è/sono considerato/i pericolo/i principale/i della classe 1?
	1	Esplosione	V
	2	Infiammabilità	F
	3	Tossicità	F

GR-039	Quale/i è/sono considerato/i pericolo/i principale/i della classe 2?
	1	Emissione di gas infiammabili	F
	2	Infiammabilità	F
	3	Pressione	V

GR-040	Perché le materie della classe 2 sono pericolose?
	1	Entrano tutte in combustione a contatto con l'aria	F
	2	Sono contenute generalmente in recipienti sotto pressione	V
	3	Sono tutte comburenti	F

GR-041	Un pericolo individuabile nelle materie della classe 2 è
	1	che producono molto calore quando sono liberate nell'aria	F
	2	che sono tutte infiammabili quando vengono compresse	F
	3	l'elevata pressione che esercitano sui recipienti a pressione che le contengono e sui relativi equipaggiamenti di servizio	V

GR-042	Quale/i è/sono considerato/i pericolo/i principale/i della classe 3?
	1	Comburenza	F
	2	Infiammabilità	V
	3	Inquinamento ambientale	F

GR-043	Quale/i è/sono considerato/i pericolo/i principale/i della classe 4.1?
	1	Corrosività	F
	2	Infiammabilità	V
	3	Tossicità	F

GR-044	Quali sono i possibili pericoli associati alle materie della Classe 4.1
	1	Infiammabilità	V
	2	Instabilità termica	V
	3	Polimerizzazione	V

GR-045	Perché le materie della classe 4.1 sono pericolose?
	1	Bruciano quando sono bagnate	F
	2	Possono essere materie esplosive opportunamente inibite allo scopo di neutralizzare le loro proprietà esplosive	V
	3	Sono esclusivamente liquidi con bassa temperatura di infiammabilità	F

GR-046	Le materie autoreattive
	1	sono talvolta addizionate di attivatori, p.es. composti di zinco, per modificarne la reattività	V
	2	vengono spesso desensibilizzate mediante un diluente liquido o solido	V
	3	sono soggette, nel trasporto, a controllo di temperatura se la temperatura di decomposizione autoaccelerata (TDAA) è maggiore di 55°C	F

GR-047	Le materie che polimerizzano di Classe 4.1
	1	Hanno una TPAA ≤75°C nelle condizioni di trasporto	V
	2	Possono avere un pericolo secondario di tossicità	F
	3	Appartengono alla classe 4.1, perciò sono sempre solide	F

GR-048	Quale/i è/sono considerato/i pericolo/i principale/i della classe 4.2?
	1	Corrosività	F
	2	Infiammazione spontanea	V
	3	Tossicità	F

GR-049	Perché le materie della classe 4.2 sono pericolose?
	1	Reagiscono violentemente con l'aria umida	F
	2	Si incendiano senza l'intervento di inneschi (fiamme o scintille)	V
	3	Si incendiano spontaneamente a contatto con l'acqua	F

GR-050	Perché le materie della classe 4.3 sono pericolose?
	1	A contatto con l'acqua possono provocare incendi o miscele esplosive	V
	2	Bruciano se raggiungono la loro temperatura di infiammabilità	F
	3	Reagiscono con l'acqua emettendo gas infiammabili	V

GR-051	Perché le materie delle classi 4.1, 4.2, 4.3 sono pericolose?
	1	In caso di perdite durante il trasporto possono creare incendio	V
	2	In generale presentano rischi di infiammabilità	V
	3	Possono creare nubi o fumi corrosivi a contatto con l'aria umida	F

GR-052	Le materie organometalliche possono essere
	1	piroforiche	V
	2	Idroreattive	V
	3	autoriscaldanti	V

GR-053	Quale/i è/sono considerato/i pericolo/i principale/i della classe 5.1?
	1	Corrosività	F
	2	Favorire l'incendio di altre materie combustibili	V
	3	Tossicità	F

GR-054	Perché le materie della classe 5.1 sono pericolose?
	1	Contengono ossigeno e lo liberano molto rapidamente favorendo l'incendio	V
	2	Rilasciano idrogeno a contatto con l'aria con possibili rischi di incendio	F
	3	Spesso fanno bruciare i materiali combustibili	V

GR-055	Quale/i è/sono considerato/i pericolo/i principale/i della classe 5.2?
	1	Decomposizione accelerata, anche esplosiva, provocata da innalzamenti termici	V
	2	Decomposizione accelerata, anche esplosiva, provocata da sfregamenti o da urti	V
	3	Tossicità	F

GR-056	Perché le materie della classe 5.2 sono pericolose?
	1	Perché possono decomporsi a bassa temperatura (circa –40°C)	F
	2	Perché possono decomporsi sviluppando calore e liberando una grande quantità di ossigeno	V
	3	Perché sono termicamente instabili e possono decomporsi in maniera rapidissima ed esplosiva	V

GR-057	Perché le materie delle classi 5.1 e 5.2 sono pericolose?
	1	Perché a contatto con l'acqua liberano ossigeno, alimentando la combustione	F
	2	Perché contengono ossigeno, che, in particolari condizioni, può essere liberato (in maniera più o meno violenta) alimentando la combustione	V
	3	Perché sono facilmente infiammabili	F

GR-058	Le materie comburenti possono provocare o favorire l'incendio?
	1	Sì, di materiali combustibili quali il legno, la segatura, gli indumenti	V
	2	Sì, pur non essendo esse stesse combustibili	V
	3	Sì, se entrano in contatto con materiali combustibili	V

GR-059	Le materie comburenti
	1	possono essere chimicamente instabili	V
	2	non necessariamente sono combustibili esse stesse	V
	3	Le loro soluzioni e miscele possono avere proprietà esplosive	V

GR-060	Quale è la differenza tra materia combustibile e comburente?
	1	Comburente è soltanto l'ossigeno che è necessario al combustibile per prendere fuoco	F
	2	Il comburente è una materia che cede ossigeno e quindi facilita l'incendio del combustibile	V
	3	Non c'è alcuna differenza	F

GR-061	I perossidi organici della Classe 5.2:
	1	Devono essere trasportati solamente a temperatura controllata	F
	2	Non sono ammessi al trasporto se di tipo A	V
	3	Possono decomporsi per effetto del calore	V

GR-062	Quale/i è/sono considerato/i pericolo/i principale/i della classe 6.1?
	1	Contagio per uomini o animali	F
	2	Corrosività	F
	3	Tossicità per la salute dell'uomo	V

GR-063	Quale/i è/sono considerato/i pericolo/i principale/i della classe 6.1?
	1	Tossicità acuta per alghe e pesci	F
	2	Tossicità acuta per gli animali (ratti, conigli)	V
	3	Tossicità cronica per alghe e pesci	F

GR-064	Perché le materie della classe 6.1 sono pericolose?
	1	Anche in quantità piccole e in poco tempo possono avvelenare l'uomo e gli animali	V
	2	Contengono microrganismi che possono provocare infezioni agli uomini e agli animali	F
	3	Possono causare la morte per inalazione, assorbimento cutaneo o ingestione	V

GR-065	Quale/i è/sono considerato/i pericolo/i principale/i della classe 6.2?
	1	Corrosività	F
	2	Infettività	V
	3	Malattia per gli esseri umani e animali	V

GR-066	Perché le materie della classe 6.2 sono pericolose?
	1	Contengono microrganismi che possono provocare infezioni agli uomini e agli animali	V
	2	Possono danneggiare i tessuti della pelle per contatto	F
	3	Possono trasmettere malattie agli uomini e agli animali	V

GR-067	Quale/i è/sono considerato/i pericolo/i principale/i della classe 7?
	1	Incendio	F
	2	Infettività	F
	3	Radioattività	V

GR-068	Quale/i è/sono considerato/i pericolo/i principale/i della classe 8?
	1	Corrosività	V
	2	Liberazione di gas tossici	F
	3	Possibilità di produzione di vapori o nebbie corrosivi in presenza dell'umidità dell'aria	V

GR-069	Perché le materie della classe 8 sono pericolose?
	1	Possono causare danni per azione chimica alle altre merci, o alle unità di trasporto su cui sono caricate	V
	2	Possono danneggiare gravemente i tessuti viventi (pelle e mucose) con cui entrano in contatto	V
	3	Sono infiammabili a temperatura ambiente (15°C - 20°C)	F

GR-070	Le materie corrosive sono di Classe 8 se
	1	provocano danni irreversibili alla pelle	V
	2	provocano danni irreversibili agli occhi	F
	3	sono caratterizzate da pH estremi: ≤ 2 oppure ≥ 11,5	F

GR-071	Quale/i è/sono considerato/i pericolo/i principale/i della classe 9?
	1	Pericolo durante il trasporto per liberazione di gas tossici (diossine) in caso d'incendio	V
	2	Pericolo in particolari condizioni, di liberazione di vapori infiammabili dai polimeri	V
	3	Pericolo per la salute per inalazione di materie sotto forma di polveri fini	V

GR-072	Perché le materie o oggetti della classe 9 sono pericolosi?
	1	Perché alcune materie possono contaminare in maniera grave l'ambiente acquatico	V
	2	Perché alcune materie sotto forma di polveri possono mettere a pericolo la salute (cancro)	V
	3	Perché comportano percoli di tossicità e/o corrosività	F

GR-073	Le materie soggette a polimerizzazione:
	1	Devono essere sempre trasportate a temperatura controllata	F
	2	Hanno un calore di reazione superiore a 30 J/g	F
	3	Necessitano di una stabilizzazione per essere trasportate	V

GR-074	Le materie soggette a polimerizzazione:
	1	Hanno un calore di reazione inferiore a 300 J/g	F
	2	Hanno una temperatura di polimerizzazione autoaccelerata inferiore o uguale a 75°C	V
	3	Sono soggette a reazioni fortemente endotermiche	F

MF-001	In caso di trasporto per ferrovia di merci pericolose effettuato interamente all'interno del perimetro di una impresa bisogna comunque attenersi alle normative del RID?
	1	No, ma devono essere rispettate altre norme di sicurezza vigenti all'interno delle imprese	V
	2	Quando il carro è rimasto inutilizzato per oltre 3 mesi	F
	3	Sì	F

MF-002	Le merci pericolose possono essere trasportate:
	1	a determinate condizioni anche con treni passeggeri	V
	2	con qualsiasi tipo di treno, a scelta del trasportatore	F
	3	soltanto con treni merci	F

MF-003	Chi deve conoscere il significato delle etichette di manovra secondo i modelli n. 13 e 15 del RID?
	1	Personale di esercizio coinvolto direttamente nel trasporto delle merci pericolose, come gli agenti di manovra o personale con funzione equivalente	V
	2	i preposti alla circolazione, o personale con funzione equivalente	F
	3	i verificatori o personale con funzione equivalente	F

MF-004	Quale è il significato secondo il RID dell'etichetta di manovra modello n. 15?
	1	Materiale fragile	F
	2	Vietata manovra con un mezzo motore	F
	3	Vietata manovra per lancio o per gravità. Deve essere accompagnata da un mezzo motore. Non deve urtare né essere urtato.	V

MF-005	Il gestore dell'infrastruttura ferroviaria, nell'ambito dei suoi particolari obblighi, deve avere in qualsiasi momento un accesso rapido e senza impedimenti alle seguenti informazioni da parte dell'impresa di trasporto:
	1	i numeri ONU delle merci pericolose trasportate	V
	2	in determinate condizioni, la presenza di merci imballate in quantità limitata su un carro/container	V
	3	l'anno di costruzione del carro-cisterna	F

MF-006	Il personale incaricato del controllo tecnico dei carri utilizzati per il trasporto di merci pericolose deve ricevere una formazione specifica:
	1	per i controlli secondo l'allegato 9 alle CUU	V
	2	per i controlli secondo l'allegato II al RIV	F
	3	sul significato delle etichette di manovra n. 13 e 15	F

MF-007	Quali sono gli obblighi del riempitore nel caso in cui la merce pericolosa è caricata in carri- cisterna?
	1	Assicurarsi, prima del riempimento delle cisterne, che queste e i loro equipaggiamenti si trovino in buono stato tecnico	V
	2	Dopo il riempimento del serbatoio deve verificare la tenuta dei dispositivi di chiusura dello stesso	V
	3	Dopo il riempimento della cisterna, assicurarsi che tutte le chiusure siano in posizione chiusa e che non ci sia perdita	V

MF-008	Quali sono gli obblighi del trasportatore di merci pericolose?
	1	Controllare che i carri non siano sovraccaricati	V
	2	Numerare i colli della spedizione	F
	3	Verificare che le merci pericolose da trasportare siano autorizzate al trasporto	V

MF-009	Quali sono gli obblighi dello speditore/mittente di una spedizione di merci pericolose?
	1	Deve assicurarsi che le merci pericolose siano classificate e siano ammesse al trasporto in conformità al RID	V
	2	Deve verificare che anche le cisterne vuote, non ripulite, rechino le placche (grandi etichette)	V
	3	Osservare le prescrizioni sul modo di invio e sulle restrizioni di spedizione	V

MF-010	Quali sono gli obblighi di chi riceve (destinatario) merce pericolosa caricata in carri cisterna o, in colli, in carichi completi?
	1	Accettare il carro, solo se non arrivato in ritardo rispetto alla data prevista	F
	2	Fare in modo di scaricare il carro e di rispedirlo nello stesso giorno	F
	3	Vigilare affinché sui carri vuoti, puliti e bonificati, non siano più visibili le placche (grandi etichette di pericolo) e il pannello arancione	V

MF-011	Quando il gestore di un carro-cisterna è obbligato a sottoporre la cisterna a un controllo straordinario?
	1	A seguito di qualsiasi manutenzione	F
	2	Quando la cisterna del carro è rimasta inutilizzata per oltre 1 anno	F
	3	Quando la sicurezza del serbatoio o del suo equipaggiamento può essere stata compromessa in seguito a riparazioni, modifiche o incidenti	V

MF-012	A chi compete applicare le "prescrizioni sul modo di invio e sulle restrizioni di spedizione" prima di spedire un carro-cisterna carico di una merce pericolosa?
	1	Al manovratore del carro	F
	2	Al trasportatore ferroviario	F
	3	Allo speditore/mittente	V

MF-013	Come deve essere contrassegnato un carro che contiene materie pericolose in colli?
	1	Con la stesse placche (grandi etichette) di pericolo presenti sui colli ma di dimensioni adeguate	V
	2	Il carro non deve recare placche (grandi etichette)	F
	3	Le etichette devono essere applicate solo sul documento di trasporto	F

MF-014	Per il trasporto di un veicolo stradale in Traffico combinato strada-ferrovia:
	1	deve essere data comunicazione al gestore dell'infrastruttura ferroviaria che trattasi di un Traffico combinato strada-ferrovia	F
	2	il documento di trasporto ferroviario deve recare la dicitura: "Trasporto secondo 1.1.4.4"	V
	3	il documento di trasporto ferroviario non deve recare alcuna dicitura oltre quelle già previste per il veicolo stradale	F

MF-015	Quali condizioni deve rispettare un veicolo che trasporta merce pericolosa presentato al trasporto in Traffico combinato strada-rotaia?
	1	Codice della strada	F
	2	La specifica sottosezione del RID	V
	3	Non deve trasportare la materia di numero ONU 3533	V

MF-016	Un carro ferroviario trasporta un rimorchio stradale, separato dalla sua motrice, contenente colli di merci pericolose, in Traffico combinato strada-rotaia:
	1	i pannelli arancioni devono essere apposti sulla parte anteriore del rimorchio oppure le placche (grandi etichette di pericolo) corrispondenti devono essere apposte su entrambi i lati del rimorchio	V
	2	il rimorchio deve recare l'indicazione "Trasporto combinato"	F
	3	non è necessario apporre i pannelli arancioni sul rimorchio perché trattasi di un trasporto combinato strada-rotaia indicato nel documento di trasporto	F

MF-017	Un carro ferroviario trasporta un veicolo stradale, contenente merci pericolose, in Traffico combinato strada-rotaia:
	1	il carro ferroviario deve recare l'indicazione "Trasporto combinato"	F
	2	il carro ferroviario deve sempre recare le placche (grandi etichette), anche se il veicolo stradale non reca placche (grandi etichette) secondo l'ADR	F
	3	non è necessario apporre le placche (grandi etichette) sul carro ferroviario se il veicolo stradale reca placche (grandi etichette) conformemente al capitolo 5.3 dell'ADR	V

MF-018	Cosa significa quando nella colonna (12) della Tabella A del capitolo 3.2 del RID, in corrispondenza di una certa materia, è riportata l'indicazione (M)?
	1	Che il carro-cisterna è soggetto a restrizioni di manovra	F
	2	Che la materia è ammessa al trasporto in carri-batteria o CGEM	V
	3	Che per il trasporto della merce in carri-cisterna sono possibili gradi di riempimento multipli	F

MF-019	Su ciascuno dei lati di un carro-cisterna devono essere iscritte le seguenti indicazioni, per le materie per le quali è riportato il segno (+) dopo il codice cisterna nella colonna (12) della tabella A del capitolo 3.2 RID:
	1	la denominazione ufficiale di trasporto della/e materia/e ammessa/e al trasporto	V
	2	la quantità della materia/e caricata/e espressa in kg	F
	3	le lettere UN seguite dal numero ONU della/e materia/e ammessa/e al trasporto	F

MF-020	Cosa significa la fascia (banda) arancione alta 300 mm sulla mezzeria longitudinale di un serbatoio di un carro-cisterna?
	1	Che il carro-cisterna trasporta un gas liquefatto, disciolto o liquefatto refrigerato della classe 2	V
	2	Che il carro-cisterna trasporta una materia della classe 8	F
	3	Che il carro-cisterna trasporta una merce pericolosa qualsiasi	F

MF-021	Dove deve essere applicato il pannello arancione?
	1	Su ogni fiancata dei carri-cisterna	V
	2	Sui due lati e a ogni estremità di grandi container e container-cisterna	F
	3	Sui quattro lati del carro per il trasporto alla rinfusa	F

MF-022	Dove è indicata, su un carro-cisterna che trasporta merce pericolosa, la data (mese e anno) dell'ultima/o prova/controllo periodica/o subita/o dal serbatoio?
	1	Sui pannelli laterali applicati sui carri	F
	2	Sulla tabella delle revisioni sulla sottostruttura	F
	3	Sulla targa (placca) della cisterna	V

MF-023	Per le materie diverse da quelle indicate al 4.3.4.1.3, quali disposizioni speciali devono essere scritte su ciascuna fiancata del carro-cisterna (sulla cisterna stessa o su un pannello)?
	1	Nessuna	F
	2	TC e le TE a cui soddisfa la cisterna	V
	3	soltanto le TE	F

MF-024	Sulle fiancate di un carro, con un carico completo costituito di colli contenenti una sola e medesima merce pericolosa:
	1	deve trovarsi sempre il pannello arancione	F
	2	devono essere sempre applicate le placche (grandi etichette di pericolo)	V
	3	può non esserci il pannello arancione	V

MF-025	Come aiuto in situazioni di emergenza in caso di incidente che possa sopravvenire durante un trasporto:
	1	le istruzioni scritte devono essere redatte in una lingua comprensibile dall'agente di condotta	V
	2	le istruzioni scritte previste devono trovarsi all'interno della cabina dell'agente di condotta	V
	3	le istruzioni scritte, specifiche per ogni materia presente nel treno caratterizzata da un differente numero ONU, devono trovarsi all'interno della cabina dell'agente di condotta	F

MF-026	L'equipaggiamento del mezzo di trazione deve comprendere:
	1	indumenti di segnalazione per l'agente di condotta	V
	2	un apparecchio di illuminazione portatile	V
	3	un badile	F

MF-027	Quando per una data merce pericolosa è richiesta una segnalazione con pannelli arancioni, quale indicazione e con quale ordine, deve sempre figurare nel documento di trasporto, per una spedizione di un carro-cisterna carico della stessa merce pericolosa, oltre al numero ONU e alla designazione della materia?
	1	Numero della etichetta di pericolo prima della designazione della materia	F
	2	Numero di identificazione del pericolo prima della sigla "UN", poi numero ONU e designazione della materia	V
	3	Sigla RID dopo la designazione della materia	F

MF-028	Sulla fiancata di un carro-cisterna è riportata la data (mese e anno) del controllo/ successivo seguita dalla lettera "L", cosa significa tale lettera?
	1	Che al prossimo controllo non è possibile effettuare una prova intermedia	F
	2	Che il prossimo controllo è intermedio	V
	3	Che il prossimo controllo è periodico	F

MF-029	Sulla targa (placca di metallo) della cisterna di un carro ferroviario quale/i data/e deve/devono essere riportata/e relativamente alle prove e controlli periodici che ha subito la cisterna stessa?
	1	Quella relativa alla prova iniziale	V
	2	Quella relativa all'ultimo controllo intermedio	V
	3	Quella relativa all'ultimo controllo periodico	V

MF-030	Un carro-cisterna autorizzato al trasporto di merce pericolosa, vuoto non ripulito, è scaduto di revisione (controllo periodico) del serbatoio. Nonostante ciò, il mittente spedisce il carro all'impianto che eseguirà il controllo. Questa spedizione è ammessa?
	1	No	F
	2	Sì	V
	3	Sì, a condizione che non siano trascorsi più di 15 giorni dalla data di scadenza	F

MF-031	Un carro-cisterna avente codice L4BH è stato sottoposto il 04.gennaio.2017 al controllo periodico e non porta sulle fiancate del serbatoio la lettera "L" dopo la data (mese e anno) del controllo successivo. Tale situazione è conforme al RID?
	1	No	V
	2	Sì	F
	3	Sì, ma solo se il carro avesse il codice cisterne L10BH	F

MF-032	Un carro-cisterna avente codice L4DH è stato sottoposto il 04.gennaio.2017 al controllo intermedio e non porta sulle fiancate del serbatoio la lettera "L" dopo la data (mese e anno) della prova successiva. Tale situazione è conforme al RID?
	1	No	F
	2	Sì	V
	3	Sì, ma solo se il carro avesse il codice cisterna L4BH	F

MF-033	Se la lettera "L" non figura sul carro-cisterna dopo la data del prossimo controllo:
	1	il carro-cisterna non può essere inoltrato al trasporto	F
	2	il carro-cisterna può essere trasportato entro 1 mese dalla data indicata se riempito e presentato al trasporto prima della data di scadenza	V
	3	il carro-cisterna può essere inoltrato al trasporto entro i 3 mesi dalla data indicata	F

MF-034	Un carro-cisterna ha subito con esito negativo, dopo il 1° luglio 2016, un controllo periodico; se o dove deve essere indicato il risultato negativo di tale controllo?
	1	In nessun documento	F
	2	Nel certificato di omologazione della cisterna rilasciato dall'Autorità competente	F
	3	Nell'attestato rilasciato dall'Esperto riconosciuto dall'Autorità competente	V

MF-035	Un carro-cisterna presentato al trasporto nel mese di agosto 2017 riporta iscritto 01.17 come data per il prossimo controllo:
	1	il carro-cisterna carico non deve essere inoltrato al trasporto	V
	2	il carro-cisterna vuoto non ripulito può essere inoltrato al trasporto se destinato a essere ricaricato	F
	3	il carro-cisterna vuoto non ripulito può essere inoltrato se destinato ai controlli di revisione	V

MF-036	Un carro-cisterna presentato al trasporto nel mese di marzo dell'anno 2010 riporta iscritto 02.10 L come data per il prossimo controllo:
	1	il carro-cisterna carico non deve essere inoltrato al trasporto	F
	2	il carro-cisterna carico può  essere inoltrato al trasporto  solo  se destinato ai controlli periodici	F
	3	il carro-cisterna vuoto non ripulito può essere inoltrato se destinato ai controlli di revisione	V

MF-037	Un carro-cisterna, che ha trasportato delle merci pericolose, deve essere inviato, dopo lo scarico, la degassificazione e la pulizia del serbatoio, a un altro destinatario; in tale caso le segnalazioni arancio devono essere asportate o coperte prima della spedizione?
	1	No, se il carro-cisterna, nel giro di 48 ore, verrà nuovamente riempito con del prodotto analogo	F
	2	No, se la spedizione avviene di notte	F
	3	Sì	V

MF-038	Chi può eseguire la manutenzione di un carro-cisterna?
	1	La ditta più vicina dopo lo svuotamento del carro-cisterna	F
	2	Una ditta certificata e incaricata conformemente all'Appendice G della COTIF	V
	3	Una ditta in grado di eseguire la manutenzione anche se priva di qualsiasi certificazione	F

MF-039	Un carro-cisterna ha riportato sulla fiancata come prossima prova la data 07.17. Il serbatoio è riempito il giorno 28 luglio 2017 ed è presentato al trasporto entro il 31.07.2017
	1	Il carro-cisterna non può essere trasportato	F
	2	Il carro-cisterna può essere trasportato entro agosto 2017 anche se riempito con merci pericolose non destinate alla loro eliminazione o riciclaggio	V
	3	Il carro-cisterna può essere trasportato solo se arriva a destino entro 5 giorni dalla data di partenza	F

MF-040	Nell'ambito dell'1.4.1 del RID, il soggetto responsabile della manutenzione (ECM) deve in particolare assicurare che:
	1	I lavori di manutenzione sulla cisterna ed i suoi equipaggiamenti siano effettuati nel paese di omologazione della cisterna	F
	2	I lavori di manutenzione sulla cisterna ed i suoi equipaggiamenti siano registrati nel fascicolo di manutenzione	V
	3	I lavori di manutenzione sulla cisterna ed i suoi equipaggiamenti siano registrati nel fascicolo di manutenzione solo se effettuati nel paese di omologazione della cisterna	F

MF-041	Per ogni trasporto in cisterna di gas liquefatto refrigerato il tempo di tenuta reale deve essere calcolato tenendo conto di
	1	Densità di riempimento reale	V
	2	Pressione di riempimento reale	V
	3	Velocità massima consentita al carro cisterna carico	F

MF-042	Un carro-cisterna ha riportato sulla fiancata come prossima prova la data 07.17. Il serbatoio è riempito il giorno 28 luglio 2017 ed è presentato al trasporto entro il 31.07.2017
	1	Il carro-cisterna non può essere trasportato	F
	2	Il carro-cisterna può essere trasportato entro agosto 2017 anche se riempito con merci pericolose non destinate alla loro eliminazione o riciclaggio	V
	3	Il carro-cisterna può essere trasportato entro ottobre 2017 se contiene merci pericolose destinate alla loro eliminazione o riciclaggio	V

MF-043	La placca (grande etichetta) di pericolo da apporre all’esterno di un carro, che trasporta colli con pile al litio ionico, è
	1	Modello n. 9	V
	2	Modello n. 9A	F
	3	Modello 9A e modello 9	F

MF-044	Il documento di trasporto di imballaggi vuoti non ripuliti che hanno contenuto merci delle classi 8, 3, 6.1 può essere compilato in questo modo:
	1	Imballaggi vuoti con residui di 3, 6.1, 8	V
	2	Imballaggi vuoti con residui di materie infiammabili, tossiche e corrosive	F
	3	Imballaggio vuoto, 3	F

MF-045	Un carro-cisterna riempito, con merci pericolose non destinate alla loro eliminazione o riciclaggio, prima della scadenza dell'ultimo controllo periodico
	1	Non può essere trasportato oltre la data di scadenza del suddetto controllo periodico	F
